4.794344425201416016e+00,4.074271850585937500e+02
7.503520965576171875e+00,4.372679748535156250e+02
8.185881614685058594e+00,5.178639526367187500e+02
1.058272838592529297e+01,4.286494750976562500e+02
1.088376235961914062e+01,5.519094238281250000e+02
1.103054523468017578e+01,3.979581604003906250e+02
1.219508457183837891e+01,3.877848510742187500e+02
1.219508457183837891e+01,3.877848510742187500e+02
1.293033885955810547e+01,3.983554077148437500e+02
1.341031646728515625e+01,5.254705200195312500e+02
1.395753479003906250e+01,4.387027587890625000e+02
1.723233222961425781e+01,3.946377258300781250e+02
1.771639251708984375e+01,5.195329589843750000e+02
1.916378211975097656e+01,5.595520629882812500e+02
2.126020431518554688e+01,4.421678161621093750e+02
2.168280410766601562e+01,5.288089599609375000e+02
2.295307731628417969e+01,5.768015747070312500e+02
2.394614410400390625e+01,5.618681030273437500e+02
2.448326301574707031e+01,5.483093261718750000e+02
2.448326301574707031e+01,5.483093261718750000e+02
2.454376029968261719e+01,4.307649536132812500e+02
2.579069328308105469e+01,4.471523132324218750e+02
2.580475997924804688e+01,4.231268920898437500e+02
2.638343238830566406e+01,3.822237854003906250e+02
2.720853996276855469e+01,5.642064819335937500e+02
2.793649482727050781e+01,5.768721313476562500e+02
2.835689163208007812e+01,4.387790222167968750e+02
2.943970489501953125e+01,5.140924682617187500e+02
2.952461242675781250e+01,5.232425537109375000e+02
3.408852386474609375e+01,4.528638000488281250e+02
3.442364120483398438e+01,4.294262084960937500e+02
3.502845382690429688e+01,4.692281799316406250e+02
3.900446319580078125e+01,5.315556640625000000e+02
4.021448135375976562e+01,4.493959655761718750e+02
4.029783630371093750e+01,5.196088256835937500e+02
4.463785934448242188e+01,5.214616699218750000e+02
4.463785934448242188e+01,5.214616699218750000e+02
4.608198547363281250e+01,4.443876342773437500e+02
4.704299163818359375e+01,5.588474731445312500e+02
4.830612564086914062e+01,5.483065795898437500e+02
4.879099655151367188e+01,5.740406494140625000e+02
4.942495346069335938e+01,4.304295349121093750e+02
4.950257873535156250e+01,5.553114624023437500e+02
4.957064056396484375e+01,5.779547729492187500e+02
4.979174041748046875e+01,5.611033935546875000e+02
5.074296569824218750e+01,3.663893127441406250e+02
5.210606384277343750e+01,5.349310302734375000e+02
5.298786163330078125e+01,4.375399780273437500e+02
5.303027343750000000e+01,5.263694458007812500e+02
5.542903900146484375e+01,3.220611572265625000e+02
5.715047073364257812e+01,5.370290527343750000e+02
5.715047073364257812e+01,5.370290527343750000e+02
5.726684570312500000e+01,4.380912475585937500e+02
5.784458160400390625e+01,3.176105041503906250e+02
5.807375717163085938e+01,3.210675659179687500e+02
5.830071640014648438e+01,3.532141723632812500e+02
6.161455535888671875e+01,5.306622314453125000e+02
