4.770822143554687500e+02,2.799321594238281250e+02
4.815240783691406250e+02,5.761725463867187500e+02
5.177734985351562500e+02,4.739620666503906250e+02
5.214696044921875000e+02,4.464998474121093750e+02
5.273117675781250000e+02,4.374938049316406250e+02
5.345959472656250000e+02,5.348797607421875000e+02
5.466542358398437500e+02,2.522288513183593750e+02
5.507911987304687500e+02,2.951634216308593750e+02
5.507911987304687500e+02,2.951634216308593750e+02
5.515744628906250000e+02,3.850920715332031250e+02
5.516527709960937500e+02,4.389299316406250000e+02
5.525204467773437500e+02,4.265886840820312500e+02
5.532456665039062500e+02,4.666734924316406250e+02
5.551019897460937500e+02,4.207523803710937500e+02
5.561912841796875000e+02,4.352286682128906250e+02
5.567184448242187500e+02,5.523205566406250000e+02
5.580252685546875000e+02,4.561275634765625000e+02
5.617943725585937500e+02,4.647528381347656250e+02
5.617943725585937500e+02,4.647528381347656250e+02
5.621489868164062500e+02,2.907742614746093750e+02
5.639817504882812500e+02,3.028333435058593750e+02
5.644075927734375000e+02,5.543333740234375000e+02
5.652609252929687500e+02,4.544986877441406250e+02
5.678801879882812500e+02,3.020031127929687500e+02
5.687738647460937500e+02,2.811581420898437500e+02
5.697444458007812500e+02,3.749568176269531250e+02
5.703981933593750000e+02,2.963149414062500000e+02
5.708901977539062500e+02,3.953446044921875000e+02
5.718889770507812500e+02,4.648092956542968750e+02
5.718889770507812500e+02,4.648092956542968750e+02
5.753466186523437500e+02,3.010675048828125000e+02
5.757026977539062500e+02,4.735116882324218750e+02
5.764371948242187500e+02,4.402947082519531250e+02
5.764478759765625000e+02,3.041965026855468750e+02
5.773189697265625000e+02,2.960068054199218750e+02
5.815380249023437500e+02,2.922936096191406250e+02
5.815650024414062500e+02,5.872753906250000000e+02
5.817845458984375000e+02,5.691016235351562500e+02
5.818117675781250000e+02,4.501380004882812500e+02
5.820007934570312500e+02,2.737629394531250000e+02
5.824408569335937500e+02,3.820434570312500000e+02
5.826192626953125000e+02,6.354540405273437500e+02
5.839013061523437500e+02,3.976906127929687500e+02
5.840102539062500000e+02,4.312248840332031250e+02
5.860330810546875000e+02,4.041985168457031250e+02
5.862554321289062500e+02,4.794426879882812500e+02
5.871345214843750000e+02,3.105075073242187500e+02
5.872590942382812500e+02,5.280596923828125000e+02
5.872590942382812500e+02,5.280596923828125000e+02
5.887102661132812500e+02,2.889394836425781250e+02
5.895297851562500000e+02,3.063554382324218750e+02
5.910258178710937500e+02,2.988276062011718750e+02
5.914065551757812500e+02,2.918911743164062500e+02
5.931415405273437500e+02,4.772916259765625000e+02
5.942517089843750000e+02,2.865833129882812500e+02
5.948007202148437500e+02,3.046326293945312500e+02
5.948007202148437500e+02,3.046326293945312500e+02
5.959605712890625000e+02,2.786525268554687500e+02
5.970845947265625000e+02,4.356164245605468750e+02
5.977670898437500000e+02,4.733294677734375000e+02
5.980267333984375000e+02,3.197677307128906250e+02
5.981369628906250000e+02,2.815222778320312500e+02
6.006177368164062500e+02,4.949178771972656250e+02
6.008229980468750000e+02,5.554324951171875000e+02
6.030390014648437500e+02,4.680817871093750000e+02
6.031336059570312500e+02,2.797819213867187500e+02
6.032200317382812500e+02,5.832900390625000000e+02
6.038325195312500000e+02,4.418216857910156250e+02
6.038698730468750000e+02,4.400283508300781250e+02
6.043749389648437500e+02,6.027246093750000000e+02
6.044609985351562500e+02,4.825455627441406250e+02
6.056828613281250000e+02,5.395613403320312500e+02
6.056828613281250000e+02,5.395613403320312500e+02
6.088443603515625000e+02,5.499888916015625000e+02
6.088970947265625000e+02,5.232714843750000000e+02
6.090692138671875000e+02,6.059990844726562500e+02
6.107005004882812500e+02,2.871408996582031250e+02
6.109089355468750000e+02,2.895190124511718750e+02
6.136724853515625000e+02,3.114452514648437500e+02
6.138478393554687500e+02,3.020884704589843750e+02
6.141004028320312500e+02,6.093225097656250000e+02
6.147293090820312500e+02,2.492492523193359375e+02
6.159880371093750000e+02,2.798139953613281250e+02
6.165607910156250000e+02,2.835690917968750000e+02
6.201973876953125000e+02,2.778944091796875000e+02
6.203334960937500000e+02,2.878266296386718750e+02
6.225620117187500000e+02,6.156821899414062500e+02
6.240086059570312500e+02,2.816058044433593750e+02
6.259005126953125000e+02,3.018615417480468750e+02
6.292257080078125000e+02,2.611777343750000000e+02
6.301051025390625000e+02,4.766806030273437500e+02
6.311284179687500000e+02,2.643993225097656250e+02
6.313631591796875000e+02,4.493053283691406250e+02
6.317062988281250000e+02,3.470611572265625000e+02
6.329880981445312500e+02,2.818451843261718750e+02
6.342633666992187500e+02,6.683308105468750000e+02
6.353737182617187500e+02,4.855651245117187500e+02
6.379143066406250000e+02,2.698768005371093750e+02
6.402728881835937500e+02,2.796484069824218750e+02
6.467995605468750000e+02,2.870282592773437500e+02
6.473866577148437500e+02,2.625957336425781250e+02
6.497205810546875000e+02,2.740554199218750000e+02
6.501842041015625000e+02,2.957124938964843750e+02
6.512356567382812500e+02,2.887094421386718750e+02
6.512356567382812500e+02,2.887094421386718750e+02
6.552130126953125000e+02,2.885938720703125000e+02
6.632012939453125000e+02,3.635870361328125000e+02
6.683311157226562500e+02,2.746222229003906250e+02
6.704224243164062500e+02,2.894483337402343750e+02
6.752519531250000000e+02,2.548489074707031250e+02
6.800624389648437500e+02,3.881302795410156250e+02
6.849862060546875000e+02,5.143454589843750000e+02
6.854422607421875000e+02,3.992459716796875000e+02
6.859872436523437500e+02,4.106380310058593750e+02
6.866918334960937500e+02,2.286694335937500000e+02
6.881536865234375000e+02,2.543640594482421875e+02
6.910521850585937500e+02,2.740512695312500000e+02
6.918306884765625000e+02,4.009642639160156250e+02
6.918306884765625000e+02,4.009642639160156250e+02
6.922848510742187500e+02,4.159126892089843750e+02
6.937987670898437500e+02,2.693352966308593750e+02
6.939033203125000000e+02,4.724783935546875000e+02
6.941011352539062500e+02,2.493539733886718750e+02
6.955812377929687500e+02,4.076096496582031250e+02
6.956241455078125000e+02,4.884987182617187500e+02
6.960346069335937500e+02,5.949797363281250000e+02
6.964812011718750000e+02,5.757910766601562500e+02
6.975646362304687500e+02,4.736908264160156250e+02
6.975646362304687500e+02,4.736908264160156250e+02
6.975899658203125000e+02,2.832384338378906250e+02
6.978781127929687500e+02,3.864103698730468750e+02
6.982997436523437500e+02,4.656044006347656250e+02
7.000941772460937500e+02,2.229631042480468750e+02
7.011052246093750000e+02,3.882782592773437500e+02
7.011052246093750000e+02,3.882782592773437500e+02
7.015791625976562500e+02,3.932550354003906250e+02
