-1.692296127195990763e-01,-5.817097939992763589e-01,7.596150288804759398e+00,1.000000000000000000e+00
-1.654123596505334137e-01,1.106704195238430000e+00,8.644742347315144571e+00,1.000000000000000000e+00
4.878120111633400813e-02,4.380480003610569550e-01,7.653294110250576487e+00,1.000000000000000000e+00
6.731257522613144639e-02,2.851838875568100118e-01,7.493906295942628581e+00,1.000000000000000000e+00
9.676518309293453968e-02,2.386039572785950413e-01,7.402109501780408607e+00,1.000000000000000000e+00
1.394093501231342958e-01,7.611484256104854573e-01,7.657728958690346310e+00,1.000000000000000000e+00
2.024882015975524585e-01,-7.268659352892739012e-01,7.599232639552568003e+00,1.000000000000000000e+00
2.086770237663027883e-01,-4.670061420672093622e-01,7.056015091870390776e+00,1.000000000000000000e+00
2.086770237663027883e-01,-4.670061420672093622e-01,7.056015091870390776e+00,1.000000000000000000e+00
2.103546613237893270e-01,-2.769370710128924579e-02,6.980583294639430392e+00,1.000000000000000000e+00
2.152217950497823662e-01,2.363616848756665556e-01,7.127148245020791251e+00,1.000000000000000000e+00
2.179835441799400364e-01,1.738986136343856626e-01,7.075176362245330530e+00,1.000000000000000000e+00
2.251751432370097672e-01,3.758746027528511169e-01,7.189064108845054868e+00,1.000000000000000000e+00
2.285547293115313405e-01,1.427759082665122081e-01,7.003837687744375096e+00,1.000000000000000000e+00
2.364411880180867509e-01,2.180346754339433091e-01,7.083052652961651319e+00,1.000000000000000000e+00
2.512327877372279583e-01,8.292314587627472866e-01,7.440224562864934832e+00,1.000000000000000000e+00
2.465678699430698395e-01,3.198660808643380427e-01,7.109072057033777092e+00,1.000000000000000000e+00
2.644177695103607784e-01,3.607377689001668442e-01,7.082085907968713734e+00,1.000000000000000000e+00
2.644177695103607784e-01,3.607377689001668442e-01,7.082085907968713734e+00,1.000000000000000000e+00
2.648110863381727409e-01,-4.866067660690223118e-01,7.051996855641969653e+00,1.000000000000000000e+00
2.691594817424655117e-01,-4.208739688638365450e-01,6.928848523802678017e+00,1.000000000000000000e+00
2.892420447252162519e-01,8.348631198960996258e-01,7.384943285314101047e+00,1.000000000000000000e+00
2.792796464338178630e-01,3.082408829433017639e-01,7.022041000764343899e+00,1.000000000000000000e+00
2.892618149721861709e-01,-4.279043231749423137e-01,6.953553138321472815e+00,1.000000000000000000e+00
3.020922420438564848e-01,-5.422849271255560932e-01,7.155928891786246027e+00,1.000000000000000000e+00
2.916156989466400784e-01,-7.419969999240969005e-02,6.795816854221196301e+00,1.000000000000000000e+00
3.028411183205652057e-01,-4.566118035786484453e-01,6.983551550239675443e+00,1.000000000000000000e+00
2.973647904545245746e-01,2.149159292556289402e-02,6.801596260460363474e+00,1.000000000000000000e+00
3.099707836613286860e-01,3.555367786366253058e-01,6.975477244806511656e+00,1.000000000000000000e+00
3.099707836613286860e-01,3.555367786366253058e-01,6.975477244806511656e+00,1.000000000000000000e+00
3.237692484910340562e-01,-4.281154953393532803e-01,6.912548319541535591e+00,1.000000000000000000e+00
3.284416801141818998e-01,3.981230059387213527e-01,6.971164830511748178e+00,1.000000000000000000e+00
3.267039137933431814e-01,2.333324551375986766e-01,6.858434570228405747e+00,1.000000000000000000e+00
3.281745249402660547e-01,-4.141429520079591420e-01,6.890075896379372900e+00,1.000000000000000000e+00
3.363591773009665387e-01,-4.575010277600035091e-01,6.973634568893828600e+00,1.000000000000000000e+00
3.573777347057370268e-01,-4.746811054679774267e-01,6.981287210459735881e+00,1.000000000000000000e+00
3.745708997898324344e-01,9.941309546209000647e-01,7.311752197842167789e+00,1.000000000000000000e+00
3.698767070329967988e-01,8.861058102557872740e-01,7.196606480350877355e+00,1.000000000000000000e+00
3.529063843357349017e-01,2.816031212095524983e-01,6.864937825633707469e+00,1.000000000000000000e+00
3.717903574896695984e-01,-5.834753027170408446e-01,7.217134858761422578e+00,1.000000000000000000e+00
3.467758246759518048e-01,-4.038818323338447258e-02,6.688933257348903538e+00,1.000000000000000000e+00
3.862545946512856987e-01,1.255320464864267072e+00,7.430530377083331750e+00,1.000000000000000000e+00
3.532866507774393150e-01,2.954128361727000746e-02,6.679697840435174783e+00,1.000000000000000000e+00
3.579985325733549550e-01,1.882157917625079946e-01,6.760128550856347118e+00,1.000000000000000000e+00
3.634163884474466144e-01,6.087608958519986901e-02,6.682850820431746719e+00,1.000000000000000000e+00
3.740597840767142523e-01,4.182099620972747900e-01,6.857411460518136437e+00,1.000000000000000000e+00
3.742484479670799558e-01,-3.778705142643373760e-01,6.786711966283674791e+00,1.000000000000000000e+00
3.875488381658759862e-01,6.653991734963805582e-01,7.015317685734046016e+00,1.000000000000000000e+00
3.875488381658759862e-01,6.653991734963805582e-01,7.015317685734046016e+00,1.000000000000000000e+00
3.937425711839367404e-01,-4.930736893900800610e-01,7.001024037284566681e+00,1.000000000000000000e+00
3.878698369467562523e-01,-3.984184121880806062e-01,6.826415769288230351e+00,1.000000000000000000e+00
3.992183261955387641e-01,-4.388193424964962897e-01,6.898282174390606869e+00,1.000000000000000000e+00
4.058344850089473654e-01,-4.767804416044288951e-01,6.981145919487971696e+00,1.000000000000000000e+00
4.036203299175128989e-01,4.053437499139674327e-01,6.796628794225619608e+00,1.000000000000000000e+00
4.229812920712082702e-01,-5.065711691063269351e-01,7.033757251814185985e+00,1.000000000000000000e+00
4.134473906501540119e-01,-4.071758258157380239e-01,6.830589268600715691e+00,1.000000000000000000e+00
4.134473906501540119e-01,-4.071758258157380239e-01,6.830589268600715691e+00,1.000000000000000000e+00
4.359830196357618592e-01,-5.505198897782318523e-01,7.108403834933607612e+00,1.000000000000000000e+00
